"country";"Year";"GDP growth (annual %)"
"Macedonia";1996;1,18510388873231
"Malta";1996;3,77733576158326
"Moldova";1996;-5,87706020516869
"Monaco";1996;1,11073000156865
"Montenegro";1996;NA
"Morocco";1996;12,3728762760077
"Netherlands";1996;3,49874212057929
"Norway";1996;5,02794717187143
"Poland";1996;6,11538070947437
"Portugal";1996;3,50424706916527
"Romania";1996;3,90770208816159
"Russia";1996;-3,75506943900625
"San Marino";1996;NA
"Serbia";1996;6,26408264292986
"Serbia and Montenegro";1996;NA
"Slovakia";1996;6,61989535710377
"Slovenia";1996;3,20300580852732
"Spain";1996;2,66052445272342
"Sweden";1996;1,57945640649923
"Switzerland";1996;0,540027567700633
"Turkey";1996;7,37966447375686
"Ukraine";1996;-9,99999997528151
"United Kingdom";1996;2,49153317975488
"Yugoslavia";1996;NA
"Albania";1997;-10,9199840851035
"Andorra";1997;9,06767219910549
"Armenia";1997;3,32107970046953
"Australia";1997;3,96653766174953
"Austria";1997;2,09359938952392
"Azerbaijan";1997;5,80000001232963
"Belarus";1997;11,4000054053548
"Belgium";1997;3,79365762950188
"Bosnia and Herzegovina";1997;34,3895738165259
"Bulgaria";1997;-14,1928148094582
"Croatia";1997;6,20334158309859
"Cyprus";1997;2,64089463952175
"Czech Republic";1997;-0,518331043362068
"Denmark";1997;3,26089015774798
"Estonia";1997;13,0465340363945
"Finland";1997;6,33379565418399
"France";1997;2,33629652937944
"Georgia";1997;10,5190412217837
"Germany";1997;1,79216082094591
"Greece";1997;4,48419894307625
"Hungary";1997;3,14312906155838
"Iceland";1997;5,76047517520458
"Ireland";1997;10,9037303710277
"Israel";1997;3,92967264369386
"Italy";1997;1,83021223388438
"Latvia";1997;8,86359689887645
"Lithuania";1997;8,31092156187248
"Luxembourg";1997;5,70971540805283
"Macedonia";1997;1,43998133659125
"Malta";1997;5,2569801449754
"Moldova";1997;1,64706450310676
"Monaco";1997;2,2372487537137
"Montenegro";1997;NA
"Morocco";1997;-1,56070235606454
"Netherlands";1997;4,3290534045255
"Norway";1997;5,28459298480296
"Poland";1997;6,4490598348722
"Portugal";1997;4,40086775381248
"Romania";1997;-4,8490627379703
"Russia";1997;1,39991580461016
"San Marino";1997;NA
"Serbia";1997;7,2073798394178
"Serbia and Montenegro";1997;NA
"Slovakia";1997;5,92583855727595
"Slovenia";1997;5,04979345664498
"Spain";1997;3,70258028536841
"Sweden";1997;3,07052659296374
"Switzerland";1997;2,34014983408737
"Turkey";1997;7,57766364407608
"Ukraine";1997;-3,00000002693905
"United Kingdom";1997;3,85482999120725
"Yugoslavia";1997;NA
"Albania";1998;8,83008770869769
"Andorra";1998;3,19479029605816
"Armenia";1998;7,29999998770998
"Australia";1998;4,57668875918884
"Austria";1998;3,58142581460447
"Azerbaijan";1998;10,0000011653707
"Belarus";1998;8,39999142031991
"Belgium";1998;1,96180827198427
"Bosnia and Herzegovina";1998;15,5999968203633
"Bulgaria";1998;4,28528182196033
"Croatia";1998;2,2907627879565
"Cyprus";1998;6,11084674642566
"Czech Republic";1998;-0,356566596194511
"Denmark";1998;2,21815874223761
"Estonia";1998;4,33030087819655
"Finland";1998;5,45718050065875
"France";1998;3,58865942535427
"Georgia";1998;3,10490271777833
"Germany";1998;2,01393278519326
"Greece";1998;3,89490483653334
"Hungary";1998;3,89999839455832
"Iceland";1998;7,09556058268461
"Ireland";1998;8,69134293123761
"Israel";1998;3,91689352399681
"Italy";1998;1,81061516197623
"Latvia";1998;6,34079318561842
"Lithuania";1998;7,47575872433057
"Luxembourg";1998;6,04465261548125
"Macedonia";1998;3,37873564718296
"Malta";1998;5,12560123053581
"Moldova";1998;-6,54219202309288
"Monaco";1998;3,50326658904474
"Montenegro";1998;4,90000671330235
"Morocco";1998;7,23855268965383
"Netherlands";1998;4,66391716015247
"Norway";1998;2,62442622196583
"Poland";1998;4,64063436855272
"Portugal";1998;4,80796297573329
"Romania";1998;-2,02981290571721
"Russia";1998;-5,29996162531226
"San Marino";1998;7,4656188605108
"Serbia";1998;3,3408773579261
"Serbia and Montenegro";1998;4,12044203561423
"Slovakia";1998;4,07609633371622
"Slovenia";1998;3,27936544351304
"Spain";1998;4,39303735124493
"Sweden";1998;4,31183635326269
"Switzerland";1998;2,98989180179569
"Turkey";1998;2,40415026014556
"Ukraine";1998;-1,89999998314991
"United Kingdom";1998;3,64485339579952
"Yugoslavia";1998;5,88220182461226
"Albania";1999;12,8898967331889
"Andorra";1999;4,09908083663429
"Armenia";1999;3,30000000058166
"Australia";1999;5,07359909510564
"Austria";1999;3,55633124664169
"Azerbaijan";1999;7,39999958682314
"Belarus";1999;3,39999916322964
"Belgium";1999;3,54274346363066
"Bosnia and Herzegovina";1999;9,59999969554963
"Bulgaria";1999;-8,28101741381641
"Croatia";1999;-0,948053454816005
"Cyprus";1999;4,99796042248005
"Czech Republic";1999;1,38414894342924
"Denmark";1999;2,94802216063901
"Estonia";1999;-0,403432950234276
"Finland";1999;4,37957572274557
"France";1999;3,42137379882455
"Georgia";1999;2,86925704427721
"Germany";1999;1,88726115399444
"Greece";1999;3,0725963299848
"Hungary";1999;3,0710298892064
"Iceland";1999;4,04305007445554
"Ireland";1999;10,5035602957758
"Israel";1999;3,11459706919175
"Italy";1999;1,6257275993546
"Latvia";1999;2,74104438910037
"Lithuania";1999;-1,14157115625557
"Luxembourg";1999;8,48099983754646
"Macedonia";1999;4,33902791307588
"Malta";1999;4,71997488242211
"Moldova";1999;-3,36825452918943
"Monaco";1999;3,30054283439939
"Montenegro";1999;-9,40000140664895
"Morocco";1999;1,08133256173805
"Netherlands";1999;5,03404815181835
"Norway";1999;2,01286328876013
"Poland";1999;4,65482665906518
"Portugal";1999;3,90657744002579
"Romania";1999;-0,376660705758994
"Russia";1999;6,39991468973531
"San Marino";1999;9,04936014625228
"Serbia";1999;-9,4241616060844
"Serbia and Montenegro";1999;-9,41208150636668
"Slovakia";1999;-0,105914263197832
"Slovenia";1999;5,3326665718437
"Spain";1999;4,49049131553554
"Sweden";1999;4,24718414367548
"Switzerland";1999;1,69471982455498
"Turkey";1999;-3,26316841366706
"Ukraine";1999;-0,199999995369666
"United Kingdom";1999;3,42822332767811
"Yugoslavia";1999;-0,967910040031205
"Albania";2000;6,95003613422918
"Andorra";2000;3,52836129711103
"Armenia";2000;5,90000000312092
"Australia";2000;3,93313694470206
"Austria";2000;3,37572214708479
"Azerbaijan";2000;11,0999995034959
"Belarus";2000;5,80000344007455
"Belgium";2000;3,71667938420875
"Bosnia and Herzegovina";2000;5,50000050587651
"Bulgaria";2000;4,78204352345534
"Croatia";2000;2,86174684295204
"Cyprus";2000;5,96531031488554
"Czech Republic";2000;4,00102863502944
"Denmark";2000;3,74686259540198
"Estonia";2000;10,1065182988335
"Finland";2000;5,7733624584817
"France";2000;3,92366922704063
"Georgia";2000;1,83834106614221
"Germany";2000;2,91250296366708
"Greece";2000;3,91977070727938
"Hungary";2000;4,47919119279798
"Iceland";2000;4,89159327722459
"Ireland";2000;9,44575065685909
"Israel";2000;7,45518218558496
"Italy";2000;3,78695514323979
"Latvia";2000;5,67197491547509
"Lithuania";2000;3,69552542107776
"Luxembourg";2000;8,23980205975829
"Macedonia";2000;4,54913578288874
"Malta";2000;6,77019391099778
"Moldova";2000;2,10771604754427
"Monaco";2000;3,91022922578345
"Montenegro";2000;3,10000018370371
"Morocco";2000;1,91287298063767
"Netherlands";2000;4,1956424978691
"Norway";2000;3,20497922225218
"Poland";2000;4,56102546838335
"Portugal";2000;3,81617806346979
"Romania";2000;2,4612634592269
"Russia";2000;10,000066815788
"San Marino";2000;2,17937971500419
"Serbia";2000;6,13181308953254
"Serbia and Montenegro";2000;4,61590663661813
"Slovakia";2000;1,16652824699739
"Slovenia";2000;3,67237154968245
"Spain";2000;5,24599468041613
"Sweden";2000;4,7663488714872
"Switzerland";2000;3,93682353675122
"Turkey";2000;6,93323970849313
"Ukraine";2000;5,89999999908315
"United Kingdom";2000;3,43747162873862
"Yugoslavia";2000;4,25318643434945
"Albania";2001;8,29007002725658
"Andorra";2001;8,11935772169949
"Armenia";2001;9,59999999927597
"Australia";2001;1,93085759225417
"Austria";2001;1,26716818922992
"Azerbaijan";2001;9,90000013022203
"Belarus";2001;4,72530599387508
"Belgium";2001;1,09961888777849
"Bosnia and Herzegovina";2001;4,39999928046085
"Bulgaria";2001;3,81723975210657
"Croatia";2001;2,95771008343127
"Cyprus";2001;3,95256054086292
"Czech Republic";2001;3,04297656257042
"Denmark";2001;0,823152998014436
"Estonia";2001;5,97959830855058
"Finland";2001;2,61001912392074
"France";2001;1,98372141863292
"Georgia";2001;4,80545327255501
"Germany";2001;1,68146848097079
"Greece";2001;4,13161241961417
"Hungary";2001;4,07409262355981
"Iceland";2001;3,89881071371008
"Ireland";2001;5,27843104724919
"Israel";2001;0,118821351895676
"Italy";2001;1,95137155605238
"Latvia";2001;6,32281134955647
"Lithuania";2001;6,52610890248806
"Luxembourg";2001;2,53197481173196
"Macedonia";2001;-3,06725662451662
"Malta";2001;-1,17469665032539
"Moldova";2001;6,10000041286263
"Monaco";2001;2,18773253580883
"Montenegro";2001;1,09984271867472
"Morocco";2001;7,31996745420717
"Netherlands";2001;2,32695508699258
"Norway";2001;2,07479039388386
"Poland";2001;1,25847269363186
"Portugal";2001;1,94367229584959
"Romania";2001;5,21813625673708
"Russia";2001;5,10005122527505
"San Marino";2001;5,57834290401968
"Serbia";2001;6,87877476506638
"Serbia and Montenegro";2001;3,98930874187055
"Slovakia";2001;3,2537827286625
"Slovenia";2001;3,21656033452891
"Spain";2001;3,93294884333099
"Sweden";2001;1,44949861796981
"Switzerland";2001;1,31242362626911
"Turkey";2001;-5,75000655700364
"Ukraine";2001;9,20369481559182
"United Kingdom";2001;2,97436365273566
"Yugoslavia";2001;3,71057743643243
"Albania";2002;4,53996064044722
"Andorra";2002;4,54636221364653
"Armenia";2002;13,1999999979356
"Australia";2002;4,0014040616517
"Austria";2002;1,65155392186669
"Azerbaijan";2002;9,43891634238625
"Belarus";2002;5,04526748002185
"Belgium";2002;1,70688458453354
"Bosnia and Herzegovina";2002;5,30000063322882
"Bulgaria";2002;5,95303440817962
"Croatia";2002;5,67815670956782
"Cyprus";2002;3,72295649883057
"Czech Republic";2002;1,56985532822202
"Denmark";2002;0,46634557149423
"Estonia";2002;6,80239689817408
"Finland";2002;1,70714896198065
"France";2002;1,13553148214601
"Georgia";2002;5,47383680119593
"Germany";2002;-0,197973834771361
"Greece";2002;3,92287186165746
"Hungary";2002;4,7412834664994
"Iceland";2002;0,681171005936406
"Ireland";2002;5,91981638204682
"Israel";2002;-0,0148605707376106
"Italy";2002;0,253942998968455
"Latvia";2002;7,08278843335441
"Lithuania";2002;6,75141457592376
"Luxembourg";2002;3,81946933291928
"Macedonia";2002;1,49366547202928
"Malta";2002;2,56526368373224
"Moldova";2002;7,79999964149971
"Monaco";2002;1,02649507922119
"Montenegro";2002;1,90393392048746
"Morocco";2002;3,12144965600538
"Netherlands";2002;0,21727359494956
"Norway";2002;1,44625413960414
"Poland";2002;2,03590350105117
"Portugal";2002;0,770924024291219
"Romania";2002;5,70299165043771
"Russia";2002;4,69999190873524
"San Marino";2002;0,310800310800303
"Serbia";2002;6,38040530400453
"Serbia and Montenegro";2002;4,142169612246
"Slovakia";2002;4,50944400102244
"Slovenia";2002;3,50559805692072
"Spain";2002;2,73102223160264
"Sweden";2002;2,1969210621746
"Switzerland";2002;0,162612986940559
"Turkey";2002;6,4477220524344
"Ukraine";2002;5,24934061999014
"United Kingdom";2002;2,3243511221289
"Yugoslavia";2002;4,55361892484187
"Albania";2003;5,5300507779332
"Andorra";2003;8,69420371612468
"Armenia";2003;14,0000000015501
"Australia";2003;2,98593432165801
"Austria";2003;0,941470920725337
"Azerbaijan";2003;10,2083000110732
"Belarus";2003;7,04319255874692
"Belgium";2003;1,03798254902905
"Bosnia and Herzegovina";2003;3,9999997109359
"Bulgaria";2003;5,15184101085522
"Croatia";2003;5,63579851801137
"Cyprus";2003;2,6232861229859
"Czech Republic";2003;3,58368845880418
"Denmark";2003;0,390058556485101
"Estonia";2003;7,56669008183242
"Finland";2003;2,00378420285061
"France";2003;0,823160756684118
"Georgia";2003;11,0587231936646
"Germany";2003;-0,700116686114356
"Greece";2003;5,794530976397
"Hungary";2003;4,08452398526845
"Iceland";2003;2,26813694342812
"Ireland";2003;3,01996841279508
"Israel";2003;0,970458541059443
"Italy";2003;0,138626890776507
"Latvia";2003;8,43447503317574
"Lithuania";2003;10,565956988762
"Luxembourg";2003;1,62928558525141
"Macedonia";2003;2,22260165732409
"Malta";2003;4,07406758949924
"Moldova";2003;6,6000000377682
"Monaco";2003;1,08753659638623
"Montenegro";2003;2,48265936070939
"Morocco";2003;5,96116215478284
"Netherlands";2003;0,155645898017013
"Norway";2003;0,910105664307537
"Poland";2003;3,49839918393234
"Portugal";2003;-0,930521192623061
"Romania";2003;2,34114732919521
"Russia";2003;7,29995234453868
"San Marino";2003;3,87296669248644
"Serbia";2003;4,38775702299594
"Serbia and Montenegro";2003;3,43520819185266
"Slovakia";2003;5,49908215059925
"Slovenia";2003;2,96026028579455
"Spain";2003;2,98189483596207
"Sweden";2003;2,30981059032811
"Switzerland";2003;0,0395765719656112
"Turkey";2003;5,76320606924318
"Ukraine";2003;9,51592306455673
"United Kingdom";2003;3,28637759033414
"Yugoslavia";2003;3,89329497968943
"Albania";2004;5,5099986931984
"Andorra";2004;8,13567633837351
"Armenia";2004;10,4999999988202
"Australia";2004;4,05545196750958
"Austria";2004;2,73512022241023
"Azerbaijan";2004;9,25380132627771
"Belarus";2004;11,4497431053961
"Belgium";2004;3,5712043433582
"Bosnia and Herzegovina";2004;6,0999667983028
"Bulgaria";2004;6,44185946256435
"Croatia";2004;4,15457685638678
"Cyprus";2004;5,02634392575987
"Czech Republic";2004;4,81426100126959
"Denmark";2004;2,66821926741747
"Estonia";2004;6,76745571591827
"Finland";2004;3,99209129032087
"France";2004;2,82975292869891
"Georgia";2004;5,79449634569851
"Germany";2004;1,17508813160987
"Greece";2004;5,06099275875546
"Hungary";2004;4,82285347250544
"Iceland";2004;8,04220482331569
"Ireland";2004;6,72135352344678
"Israel";2004;4,18588241443997
"Italy";2004;1,42359415817907
"Latvia";2004;8,50126750533843
"Lithuania";2004;6,56949011753593
"Luxembourg";2004;3,61217865779918
"Macedonia";2004;4,67408957960916
"Malta";2004;0,14026853724036
"Moldova";2004;7,39999968991071
"Monaco";2004;2,4704844477783
"Montenegro";2004;4,42605295805207
"Morocco";2004;4,79701836216324
"Netherlands";2004;1,98494571422152
"Norway";2004;3,96941456013641
"Poland";2004;4,98282212348474
"Portugal";2004;1,78873568157121
"Romania";2004;10,4281130180976
"Russia";2004;7,19994786994475
"San Marino";2004;4,5488441461596
"Serbia";2004;9,02819692829154
"Serbia and Montenegro";2004;6,72712494317181
"Slovakia";2004;5,27887999072587
"Slovenia";2004;4,35919277843995
"Spain";2004;3,12279524151424
"Sweden";2004;4,33685615384474
"Switzerland";2004;2,77622340207608
"Turkey";2004;9,79593638222993
"Ukraine";2004;12,1087694905521
"United Kingdom";2004;2,37395142770163
"Yugoslavia";2004;5,61359726389463
"Albania";2005;5,52991480926491
"Andorra";2005;5,39779598500422
"Armenia";2005;13,8999999991133
"Australia";2005;3,20426979287869
"Austria";2005;2,24406532463878
"Azerbaijan";2005;27,9615380685244
"Belarus";2005;9,40000152357688
"Belgium";2005;2,32173705381926
"Bosnia and Herzegovina";2005;8,75925684646404
"Bulgaria";2005;7,15354138054481
"Croatia";2005;4,30849337871648
"Cyprus";2005;4,85300383835666
"Czech Republic";2005;6,60161752988951
"Denmark";2005;2,33664130821947
"Estonia";2005;9,49029733597042
"Finland";2005;2,77985055556123
"France";2005;1,66321998030079
"Georgia";2005;9,58957406160836
"Germany";2005;0,731707163554191
"Greece";2005;0,599142125680459
"Hungary";2005;4,24362288413205
"Iceland";2005;6,33000005313524
"Ireland";2005;5,7000896415169
"Israel";2005;3,91169329117949
"Italy";2005;0,817848973650598
"Latvia";2005;10,7250862990309
"Lithuania";2005;7,73236760360545
"Luxembourg";2005;3,17244170941073
"Macedonia";2005;4,72408864201974
"Malta";2005;3,38359372183241
"Moldova";2005;7,50000013866914
"Monaco";2005;1,89541528131781
"Montenegro";2005;4,18060152722231
"Morocco";2005;3,29163968433596
"Netherlands";2005;2,05087610813881
"Norway";2005;2,62545762627546
"Poland";2005;3,50684745343695
"Portugal";2005;0,78184821592744
"Romania";2005;4,6681480508487
"Russia";2005;6,39996544785382
"San Marino";2005;2,42510699001426
"Serbia";2005;5,53034712145433
"Serbia and Montenegro";2005;4,85547432433832
"Slovakia";2005;6,62346321492461
"Slovenia";2005;3,79797264198646
"Spain";2005;3,65203267433178
"Sweden";2005;2,85880323990261
"Switzerland";2005;3,11524564881489
"Turkey";2005;8,99230494390505
"Ukraine";2005;2,99730011170958
"United Kingdom";2005;3,17972889318253
"Yugoslavia";2005;5,31533430316872
"Albania";2006;5,90008395738064
"Andorra";2006;4,80868869916921
"Armenia";2006;13,1999999994661
"Australia";2006;2,79453702446311
"Austria";2006;3,45404183614122
"Azerbaijan";2006;34,4662093637953
"Belarus";2006;9,99999481247372
"Belgium";2006;2,55234994366351
"Bosnia and Herzegovina";2006;5,41400357079434
"Bulgaria";2006;6,80216757925123
"Croatia";2006;4,99328763230982
"Cyprus";2006;4,71382866563106
"Czech Republic";2006;6,76693268125427
"Denmark";2006;3,9130079783106
"Estonia";2006;9,7187597467109
"Finland";2006;4,02740965802573
"France";2006;2,44932360111885
"Georgia";2006;9,41977064759736
"Germany";2006;3,816441912988
"Greece";2006;5,65243361851211
"Hungary";2006;4,03101326691535
"Iceland";2006;5,24882119079597
"Ireland";2006;5,070900538792
"Israel";2006;5,56443513080241
"Italy";2006;1,79063968081796
"Latvia";2006;11,9863628471386
"Lithuania";2006;7,41412133545715
"Luxembourg";2006;5,17848460186509
"Macedonia";2006;5,13702516153505
"Malta";2006;2,51014276491921
"Moldova";2006;4,79999985009476
"Monaco";2006;5,80393653563056
"Montenegro";2006;8,56641950822812
"Morocco";2006;7,57463164458541
"Netherlands";2006;3,46098895411502
"Norway";2006;2,39979082117745
"Poland";2006;6,13114394606158
"Portugal";2006;1,62503417629674
"Romania";2006;8,02881107599163
"Russia";2006;8,200068255056
"San Marino";2006;3,83008356545962
"Serbia";2006;5,10779014122984
"Serbia and Montenegro";2006;6,83710482472898
"Slovakia";2006;8,49317758711238
"Slovenia";2006;5,746396900645
"Spain";2006;4,10272711542463
"Sweden";2006;4,66277355175126
"Switzerland";2006;3,9886341036744
"Turkey";2006;6,9479880856863
"Ukraine";2006;7,43991793435069
"United Kingdom";2006;2,78832456587739
"Yugoslavia";2006;5,96557955064142
"Albania";2007;5,97998203625438
"Andorra";2007;1,55318814103222
"Armenia";2007;13,7000000015467
"Australia";2007;3,84423031556788
"Austria";2007;3,72741530093519
"Azerbaijan";2007;25,4632159061216
"Belarus";2007;8,6000065362481
"Belgium";2007;3,67688113594973
"Bosnia and Herzegovina";2007;5,85911840234161
"Bulgaria";2007;6,55708105188404
"Croatia";2007;5,06762513457255
"Cyprus";2007;5,09806845261184
"Czech Republic";2007;5,57033885921025
"Denmark";2007;0,909238928302372
"Estonia";2007;7,57358007607853
"Finland";2007;5,29933650739021
"France";2007;2,42473624337305
"Georgia";2007;12,5789534308973
"Germany";2007;2,97645513131597
"Greece";2007;3,27374681647711
"Hungary";2007;0,242181101313662
"Iceland";2007;9,36531937639815
"Ireland";2007;5,32426755875225
"Israel";2007;5,77348250618796
"Italy";2007;1,48707298036786
"Latvia";2007;10,0270996509004
"Lithuania";2007;11,1074801410501
"Luxembourg";2007;8,35455406874028
"Macedonia";2007;6,47348685752347
"Malta";2007;4,77470580212436
"Moldova";2007;3,00000023969456
"Monaco";2007;14,4288990234727
"Montenegro";2007;6,81015049116694
"Morocco";2007;3,53159415154489
"Netherlands";2007;3,77284252073882
"Norway";2007;2,99425185125679
"Poland";2007;7,06154381310782
"Portugal";2007;2,50657964551773
"Romania";2007;7,23380774362805
"Russia";2007;8,49997776846357
"San Marino";2007;7,10932260228034
"Serbia";2007;6,43952555416212
"Serbia and Montenegro";2007;6,62483802266453
"Slovakia";2007;10,8320288326386
"Slovenia";2007;6,98016075450694
"Spain";2007;3,60468797126931
"Sweden";2007;3,43922177600065
"Switzerland";2007;4,11187778486608
"Turkey";2007;5,04350792469846
"Ukraine";2007;7,59352040825819
"United Kingdom";2007;2,43055320120308
"Yugoslavia";2007;6,23131606735003
"Albania";2008;7,49996956029166
"Andorra";2008;-5,55918636850581
"Armenia";2008;6,90000000042959
"Australia";2008;3,65795352556486
"Austria";2008;1,4604236757386
"Azerbaijan";2008;10,5914372943933
"Belarus";2008;10,1999994395436
"Belgium";2008;0,446928735275904
"Bosnia and Herzegovina";2008;5,44184678922166
"Bulgaria";2008;6,08562760690579
"Croatia";2008;1,89345290008815
"Cyprus";2008;3,6468119905756
"Czech Republic";2008;2,68641195092762
"Denmark";2008;-0,512016744849106
"Estonia";2008;-5,08894290133486
"Finland";2008;0,783995060876521
"France";2008;0,254945960124005
"Georgia";2008;2,41857165904172
"Germany";2008;0,95987913356484
"Greece";2008;-0,335172452094639
"Hungary";2008;1,0582892500439
"Iceland";2008;1,99198082855523
"Ireland";2008;-4,48038347614992
"Israel";2008;2,99648306095004
"Italy";2008;-0,962012840579291
"Latvia";2008;-3,32730003999858
"Lithuania";2008;2,61442303328732
"Luxembourg";2008;-1,27958624140669
"Macedonia";2008;5,47200139015595
"Malta";2008;3,8263591660248
"Moldova";2008;7,80000014465953
"Monaco";2008;0,666834793181863
"Montenegro";2008;7,22275203419028
"Morocco";2008;5,92327768597593
"Netherlands";2008;2,17032485133603
"Norway";2008;0,476379999491613
"Poland";2008;4,19996229248767
"Portugal";2008;0,319247925063081
"Romania";2008;9,30746717077338
"Russia";2008;5,19996926498843
"San Marino";2008;-0,500939261114581
"Serbia";2008;5,6555766215919
"Serbia and Montenegro";2008;6,43916432789109
"Slovakia";2008;5,57488636153474
"Slovenia";2008;3,50984151699558
"Spain";2008;0,887145182485298
"Sweden";2008;-0,450559256743361
"Switzerland";2008;2,1547019611267
"Turkey";2008;0,815024570978082
"Ukraine";2008;2,30402491084496
"United Kingdom";2008;-0,281153555903288
"Yugoslavia";2008;4,74469397241751
"Albania";2009;3,35006652793865
"Andorra";2009;-5,30284654348291
"Armenia";2009;-14,1000000006998
"Australia";2009;1,93699392030038
"Austria";2009;-3,76457817791677
"Azerbaijan";2009;9,36907477711533
"Belarus";2009;0,199995310014472
"Belgium";2009;-2,02074306169408
"Bosnia and Herzegovina";2009;-3,00445593013346
"Bulgaria";2009;-3,37483832880535
"Croatia";2009;-7,32353731934752
"Cyprus";2009;-2,01526235906867
"Czech Republic";2009;-4,65733109171755
"Denmark";2009;-4,90654772965155
"Estonia";2009;-14,4338673230625
"Finland";2009;-8,0744474323113
"France";2009;-2,87331382849631
"Georgia";2009;-3,65051363069394
"Germany";2009;-5,69383633640285
"Greece";2009;-4,30073390776887
"Hungary";2009;-6,69955413727229
"Iceland";2009;-6,77721508378367
"Ireland";2009;-5,07921247175985
"Israel";2009;0,924262670543058
"Italy";2009;-5,2809372082931
"Latvia";2009;-14,2597185860511
"Lithuania";2009;-14,8386083735986
"Luxembourg";2009;-4,35860654687093
"Macedonia";2009;-0,358614856979671
"Malta";2009;-1,13387365460049
"Moldova";2009;-6,00000028938908
"Monaco";2009;-11,3000006173509
"Montenegro";2009;-5,79509618402625
"Morocco";2009;4,24375732083367
"Netherlands";2009;-3,66688393735825
"Norway";2009;-1,72702030948713
"Poland";2009;2,83218458943098
"Portugal";2009;-3,12207942033321
"Romania";2009;-5,51739440805439
"Russia";2009;-7,79999391343111
"San Marino";2009;-10,3209565764632
"Serbia";2009;-2,73175198917728
"Serbia and Montenegro";2009;-4,26342408660177
"Slovakia";2009;-5,45553323068241
"Slovenia";2009;-7,54843779134178
"Spain";2009;-3,76323192690089
"Sweden";2009;-4,33979057452935
"Switzerland";2009;-2,22210715877745
"Turkey";2009;-4,82315394899531
"Ukraine";2009;-14,7585621734729
"United Kingdom";2009;-4,24782176303837
"Yugoslavia";2009;-5,28065584280526
"Albania";2010;3,70689230100683
"Andorra";2010;-1,97495799965345
"Armenia";2010;2,2000000002151
"Australia";2010;2,067417127684
"Austria";2010;1,83709367680054
"Azerbaijan";2010;4,78924279245962
"Belarus";2010;7,79826682269731
"Belgium";2010;2,86429270764155
"Bosnia and Herzegovina";2010;0,865669260237084
"Bulgaria";2010;0,559446489731144
"Croatia";2010;-1,31656297984225
"Cyprus";2010;2,01469570699406
"Czech Republic";2010;2,43490215904518
"Denmark";2010;1,87099114718497
"Estonia";2010;2,69032839901406
"Finland";2010;3,18595865407703
"France";2010;1,94943762312663
"Georgia";2010;6,24948776787187
"Germany";2010;4,17988249873657
"Greece";2010;-5,47903689372846
"Hungary";2010;1,12217824979848
"Iceland";2010;-3,43587559404847
"Ireland";2010;1,80997931190268
"Israel";2010;5,60113762485308
"Italy";2010;1,71329583916922
"Latvia";2010;-4,4068236355224
"Lithuania";2010;1,65124065328366
"Luxembourg";2010;4,86496897912487
"Macedonia";2010;3,35875085773812
"Malta";2010;5,54364001072236
"Moldova";2010;7,10000008379275
"Monaco";2010;2,09999989913061
"Montenegro";2010;2,73437929219654
"Morocco";2010;3,8157179167666
"Netherlands";2010;1,34273933636553
"Norway";2010;0,701833823862358
"Poland";2010;3,74051777907684
"Portugal";2010;1,73762547590566
"Romania";2010;-3,90123628018621
"Russia";2010;4,50000000003065
"San Marino";2010;-5,47368421052632
"Serbia";2010;0,73104455254213
"Serbia and Montenegro";2010;1,73271192236934
"Slovakia";2010;5,87125610880706
"Slovenia";2010;1,34374847220215
"Spain";2010;0,163010230841422
"Sweden";2010;5,95210700755608
"Switzerland";2010;3,00269906375317
"Turkey";2010;8,42710432293381
"Ukraine";2010;3,83439250483319
"United Kingdom";2010;1,94952146428622
"Yugoslavia";2010;0,871655719467131
"Albania";2011;2,54532184477017
"Andorra";2011;-0,00806975341139093
"Armenia";2011;4,69999999867412
"Australia";2011;2,46275631162725
"Austria";2011;2,92279728368581
"Azerbaijan";2011;-1,57299762108384
"Belarus";2011;5,37870744981015
"Belgium";2011;1,69451389861332
"Bosnia and Herzegovina";2011;0,959511247241267
"Bulgaria";2011;2,35455692273156
"Croatia";2011;-0,198369263496232
"Cyprus";2011;0,401437941132741
"Czech Republic";2011;1,76035962445222
"Denmark";2011;1,33677776690328
"Estonia";2011;7,44393610392831
"Finland";2011;2,54766483842627
"France";2011;2,19270063266654
"Georgia";2011;7,3999998671419
"Germany";2011;3,92519270463411
"Greece";2011;-9,13249417175027
"Hungary";2011;1,93710779352188
"Iceland";2011;1,88162027973722
"Ireland";2011;0,343441112458279
"Israel";2011;4,78349750863643
"Italy";2011;0,707333347034435
"Latvia";2011;6,46884995004382
"Lithuania";2011;6,03900816040344
"Luxembourg";2011;2,53923576779506
"Macedonia";2011;2,33988604520331
"Malta";2011;0,467050564252574
"Moldova";2011;5,81816640453509
"Monaco";2011;7
"Montenegro";2011;3,22841902153232
"Morocco";2011;5,24569729729485
"Netherlands";2011;1,55118931244651
"Norway";2011;0,981469497299358
"Poland";2011;4,75763800382072
"Portugal";2011;-1,69616478061504
"Romania";2011;1,90606770748846
"Russia";2011;4,3000291857941
"San Marino";2011;-8,3147735708983
"Serbia";2011;2,0362766886403
"Serbia and Montenegro";2011;2,63234785508631
"Slovakia";2011;2,84721817797882
"Slovenia";2011;0,861327732719303
"Spain";2011;-0,81437345515107
"Sweden";2011;3,1953332348894
"Switzerland";2011;1,69280851305236
"Turkey";2011;11,2001105827376
